CD69-ITGAE-,CD69+ITGAE-,CD69+ITGAE+
10.40557149,60.38508808,29.20934043
5.637467476,62.79271466,31.56981787
5.442729488,72.78635256,21.77091795
2.775073028,48.00389484,49.22103213
3.246753247,40.11544012,56.63780664
1.681759379,50.19404916,48.12419146
