CD38+ENTPD1+,CD38+ENTPD1-,CD38-ENTPD1-
2727.945256,2968.37433,896.9853893
1214.048273,2110.131522,1936.696054
213.8728324,838.150289,497.1098266
9584.17066,4081.0017,1963.209151
6705.783738,2584.520816,1676.445935
3441.715669,2196.471809,795.5724663
