CD1C-THBD-_S100A8,CD1Chi_CD207,CD1ChiTHBDlow_CLEC10A,CD1Clow_LAMP3 ,THBDhi_GZMB ,THBDlow_CLEC9A,THBDlow_MMP9
42.41071429,8.482142857,9.821428571,20.08928571,17.41071429,1.785714286,0
48.63013699,16.43835616,27.39726027,1.369863014,4.109589041,2.054794521,0
79.49810606,12.15277778,4.403409091,2.130681818,1.041666667,0.45770202,0.315656566
28.96551724,11.03448276,17.24137931,11.03448276,24.13793103,7.586206897,0
45.67901235,14.81481481,24.07407407,10.49382716,2.469135802,2.469135802,0
66.0968661,8.262108262,12.25071225,3.133903134,4.843304843,1.994301994,3.418803419
